,Age,EmploymentType,GraduateOr0t,AnnualIncome,FamilyMembers,ChronicDiseases,FrequentFlyer,EverTravelledAbroad,TravelInsurance
1899,31,1,1,1250000,4,1,0,0,0
1900,27,1,0,1000000,3,1,0,0,0
1901,28,0,1,600000,4,1,0,0,0
1902,33,0,1,400000,2,0,0,0,0
1903,33,0,1,650000,4,0,0,1,1
1904,28,1,1,700000,7,0,1,0,0
1905,25,1,0,600000,4,1,1,0,0
1906,28,1,1,1450000,6,0,1,1,1
1907,28,1,1,600000,5,0,1,0,1
1908,28,1,1,800000,4,0,0,0,0
1909,28,0,0,300000,4,1,0,0,0
1910,28,1,1,1150000,7,0,0,0,0
1911,27,1,0,1550000,6,1,1,0,1
1912,34,1,1,500000,4,0,0,0,0
1913,33,0,1,1100000,5,0,0,0,0
1914,30,1,0,550000,6,0,0,0,0
1915,28,1,1,800000,5,0,0,0,0
1916,28,0,1,1100000,6,1,0,0,0
1917,34,1,0,1300000,4,0,0,0,1
1918,33,1,1,1400000,3,0,0,1,1
1919,28,0,1,300000,6,0,0,0,0
1920,32,0,1,800000,5,0,0,0,0
1921,31,0,0,300000,5,0,0,0,0
1922,34,1,1,500000,4,0,0,0,0
1923,26,1,1,750000,3,0,0,0,0
1924,33,1,1,750000,3,1,0,0,0
1925,33,0,1,400000,5,0,0,0,0
1926,25,1,1,1400000,5,0,0,1,1
1927,34,1,1,1000000,4,0,0,0,1
1928,34,1,1,1500000,7,0,1,1,1
1929,28,0,1,600000,7,1,0,0,1
1930,31,0,1,1200000,7,0,0,0,0
1931,34,1,1,1300000,4,1,0,0,0
1932,35,1,0,800000,4,1,0,0,0
1933,28,1,1,550000,4,1,1,0,0
1934,25,1,0,1350000,3,1,1,1,0
1935,33,0,1,1000000,6,0,1,0,0
1936,33,1,1,1500000,7,0,1,1,1
1937,34,1,1,500000,5,0,1,1,0
1938,34,1,0,1400000,4,0,0,1,0
1939,27,1,0,450000,8,0,0,0,0
1940,25,1,1,1400000,5,0,1,1,0
1941,27,1,0,450000,3,0,0,0,1
1942,28,1,1,900000,5,0,0,0,0
1943,29,1,1,1050000,2,0,0,0,0
1944,34,1,1,1500000,4,1,1,1,1
1945,28,1,0,550000,4,1,0,1,1
1946,32,0,1,850000,7,0,1,1,1
1947,32,0,1,900000,2,0,1,0,0
1948,35,1,0,800000,6,0,1,0,1
1949,34,1,1,700000,6,0,0,0,1
1950,28,1,1,1250000,6,0,0,1,0
1951,27,1,0,600000,4,0,0,0,0
1952,31,0,1,1500000,4,0,1,1,1
1953,34,0,1,1300000,7,0,0,0,1
1954,30,1,0,550000,6,1,0,0,0
1955,33,0,1,1750000,4,0,0,0,0
1956,32,0,1,350000,3,1,0,1,1
1957,31,1,1,1250000,7,0,0,0,0
1958,31,0,1,1300000,3,1,0,0,0
1959,28,1,0,550000,6,0,0,0,0
1960,28,0,1,300000,6,0,0,0,1
1961,26,0,1,500000,3,0,0,0,0
1962,25,1,0,1150000,7,0,0,0,0
1963,33,0,1,1100000,4,0,0,0,1
1964,28,0,1,1100000,4,0,0,0,0
1965,30,1,0,550000,3,0,0,0,1
1966,34,1,1,700000,3,0,1,0,0
1967,34,1,1,700000,3,1,0,0,0
1968,28,0,1,300000,5,1,0,0,0
1969,31,1,1,500000,4,1,0,0,0
1970,29,1,1,500000,4,0,0,0,1
1971,31,1,1,950000,5,0,0,0,0
1972,28,1,1,800000,5,1,0,0,0
1973,31,1,1,1350000,3,0,0,1,1
1974,28,1,1,1200000,6,0,1,0,0
1975,26,1,1,1400000,9,0,0,1,1
1976,32,0,1,900000,6,0,0,0,0
1977,25,1,0,1350000,6,0,0,1,1
1978,34,1,1,700000,5,0,0,0,1
1979,28,1,1,1100000,4,1,0,0,0
1980,25,1,0,1150000,5,1,0,0,0
1981,27,0,1,850000,3,0,0,0,1
1982,33,1,1,1500000,4,0,1,1,1
1983,28,1,1,1750000,5,1,0,1,0
1984,28,1,1,1150000,6,1,0,0,0
1985,34,1,1,1000000,6,0,1,1,1
1986,34,1,1,500000,4,0,0,0,0
